fecha_proceso,operacion_id,codigoIdentificacionCliente,monto_apertura,tasa_apertura,monto_actual,interes_dia,estado,es_pignorado,tipo_renovacion,instruccion_renovacion,fecha_renovacion,fecha_apertura,fecha_vencimiento,fecha_cancelacion_real,interes_acumulado_mes,periodo
2025-12-10,INV-00828,CUS-00076,78348.64,0.0842,78348.64,18.3249,RENOVADO,False,AUTOMATICA,CAPITAL + INTERES,2025-11-22,2025-08-24,2025-11-22,,183.249,20251210
2025-12-10,INV-00829,CUS-00009,126901.94,0.0738,126901.94,26.0149,VENCIDO,False,SIN RENOVACION,NA,,2025-06-25,2025-09-23,,260.149,20251210
2025-12-10,INV-00830,CUS-00074,111256.22,0.0764,111256.22,23.611,VENCIDO,False,SIN RENOVACION,NA,,2025-08-25,2025-11-23,,236.11,20251210
2025-12-10,INV-00831,CUS-00442,83624.39,0.073,83624.39,16.9572,VIGENTE,False,POR VENTANILLA,CAPITAL + INTERES,2026-11-24,2025-11-29,2026-11-24,,169.572,20251210
2025-12-10,INV-00832,CUS-00492,90600.42,0.0613,90600.42,15.4272,VIGENTE,False,AUTOMATICA,NA,2026-09-03,2025-09-08,2026-09-03,,154.272,20251210
2025-12-10,INV-00833,CUS-00401,78712.28,0.065,78712.28,14.2119,VIGENTE,False,SIN RENOVACION,NA,,2025-07-30,2026-07-25,,142.119,20251210
2025-12-10,INV-00834,CUS-00253,48144.53,0.0734,48144.53,9.8161,RENOVADO,False,POR VENTANILLA,NA,2025-10-15,2025-07-17,2025-10-15,,98.161,20251210
2025-12-10,INV-00835,CUS-00230,86928.19,0.0663,86928.19,16.0093,PIGNORADO,True,AUTOMATICA,NA,2026-03-09,2025-09-10,2026-03-09,,160.093,20251210
2025-12-10,INV-00836,CUS-00007,104888.37,0.0615,104888.37,17.9184,VIGENTE,False,SIN RENOVACION,NA,,2025-11-07,2026-11-02,,179.18399999999997,20251210
2025-12-10,INV-00837,CUS-00174,131631.82,0.0853,131631.82,31.1894,VIGENTE,False,SIN RENOVACION,NA,,2025-09-25,2026-03-24,,311.894,20251210
2025-12-10,INV-00838,CUS-00141,97262.25,0.0894,97262.25,24.1535,VIGENTE,False,AUTOMATICA,NA,2026-03-31,2025-10-02,2026-03-31,,241.53500000000003,20251210
2025-12-10,INV-00839,CUS-00168,115362.62,0.0838,115362.62,26.8539,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-05-02,2025-11-03,2026-05-02,,268.539,20251210
2025-12-10,INV-00840,CUS-00170,28210.39,0.0856,28210.39,6.7078,VENCIDO,False,SIN RENOVACION,NA,,2025-07-28,2025-10-26,,67.078,20251210
2025-12-10,INV-00841,CUS-00393,71925.83,0.0673,71925.83,13.4461,VIGENTE,False,AUTOMATICA,CAPITAL + INTERES,2026-05-12,2025-11-13,2026-05-12,,134.46099999999998,20251210
2025-12-10,INV-00842,CUS-00434,6353.08,0.0888,6353.08,1.5671,VIGENTE,False,AUTOMATICA,CAPITAL + INTERES,2026-06-09,2025-06-14,2026-06-09,,15.671,20251210
2025-12-10,INV-00843,CUS-00283,40768.44,0.0659,40768.44,7.4629,VIGENTE,False,SIN RENOVACION,NA,,2025-09-19,2025-12-18,,74.629,20251210
2025-12-10,INV-00844,CUS-00122,110336.95,0.0885,110336.95,27.1245,VIGENTE,False,SIN RENOVACION,NA,,2025-10-02,2026-09-27,,271.245,20251210
2025-12-10,INV-00845,CUS-00194,148812.44,0.0898,148812.44,37.1204,VIGENTE,False,POR VENTANILLA,SOLO CAPITAL,2026-06-09,2025-06-14,2026-06-09,,371.20399999999995,20251210
2025-12-10,INV-00846,CUS-00005,19380.82,0.0814,19380.82,4.3822,VENCIDO,False,SIN RENOVACION,NA,,2025-07-02,2025-09-30,,43.822,20251210
2025-12-10,INV-00847,CUS-00029,63216.68,0.0894,63216.68,15.6988,VIGENTE,False,SIN RENOVACION,NA,,2025-11-12,2026-11-07,,156.988,20251210
2025-12-10,INV-00848,CUS-00165,121010.29,0.0771,121010.29,25.9164,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-10-10,2025-10-15,2026-10-10,,259.164,20251210
2025-12-10,INV-00849,CUS-00422,34585.17,0.0678,34585.17,6.5135,VENCIDO,False,SIN RENOVACION,NA,,2025-09-06,2025-12-05,,65.13499999999999,20251210
2025-12-10,INV-00850,CUS-00339,85487.32,0.0731,85487.32,17.3587,VIGENTE,False,POR VENTANILLA,NA,2026-06-28,2025-07-03,2026-06-28,,173.587,20251210
2025-12-10,INV-00851,CUS-00136,111295.34,0.0778,111295.34,24.0522,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-01-12,2025-07-16,2026-01-12,,240.522,20251210
2025-12-10,INV-00852,CUS-00496,94317.89,0.0622,94317.89,16.296,VIGENTE,False,SIN RENOVACION,NA,,2025-08-14,2026-08-09,,162.95999999999998,20251210
2025-12-10,INV-00853,CUS-00365,32263.59,0.0787,32263.59,7.0532,VIGENTE,False,POR VENTANILLA,SOLO CAPITAL,2026-05-03,2025-11-04,2026-05-03,,70.53200000000001,20251210
2025-12-10,INV-00854,CUS-00321,56530.76,0.0894,56530.76,14.0385,VIGENTE,False,AUTOMATICA,NA,2026-09-29,2025-10-04,2026-09-29,2026-09-23,140.38500000000002,20251210
2025-12-10,INV-00855,CUS-00342,118649.81,0.0657,118649.81,21.6536,RENOVADO,False,AUTOMATICA,NA,2025-10-20,2025-07-22,2025-10-20,,216.536,20251210
2025-12-10,INV-00856,CUS-00500,85362.84,0.0838,85362.84,19.8706,VIGENTE,False,POR VENTANILLA,NA,2026-01-10,2025-10-12,2026-01-10,,198.706,20251210
2025-12-10,INV-00857,CUS-00145,5758.29,0.0872,5758.29,1.3948,VIGENTE,False,SIN RENOVACION,NA,,2025-07-06,2026-07-01,,13.948,20251210
2025-12-10,INV-00858,CUS-00327,115343.66,0.0883,115343.66,28.2912,VIGENTE,False,SIN RENOVACION,NA,,2025-11-20,2026-02-18,,282.912,20251210
2025-12-10,INV-00859,CUS-00217,10120.15,0.0888,10120.15,2.4963,VIGENTE,False,SIN RENOVACION,NA,,2025-10-13,2026-10-08,,24.963,20251210
2025-12-10,INV-00860,CUS-00301,113131.4,0.0756,113131.4,23.7576,RENOVADO,False,AUTOMATICA,NA,2025-10-21,2025-07-23,2025-10-21,,237.576,20251210
2025-12-10,INV-00861,CUS-00132,34359.68,0.0893,34359.68,8.5231,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-02-07,2025-08-11,2026-02-07,,85.231,20251210
2025-12-10,INV-00862,CUS-00292,143920.65,0.0827,143920.65,33.0618,VIGENTE,False,AUTOMATICA,NA,2026-06-10,2025-06-15,2026-06-10,,330.618,20251210
2025-12-10,INV-00863,CUS-00070,58351.41,0.0649,58351.41,10.5195,VIGENTE,False,AUTOMATICA,NA,2025-12-16,2025-06-19,2025-12-16,,105.19500000000001,20251210
2025-12-10,INV-00864,CUS-00252,52405.08,0.0743,52405.08,10.8158,VIGENTE,False,AUTOMATICA,NA,2025-12-29,2025-07-02,2025-12-29,,108.15799999999999,20251210
2025-12-10,INV-00865,CUS-00415,26588.77,0.0815,26588.77,6.0194,VIGENTE,False,SIN RENOVACION,NA,,2025-11-18,2026-11-13,,60.194,20251210
2025-12-10,INV-00866,CUS-00275,49312.61,0.0674,49312.61,9.2324,VIGENTE,False,SIN RENOVACION,NA,,2025-10-31,2026-04-29,,92.324,20251210
2025-12-10,INV-00867,CUS-00445,132114.36,0.0792,132114.36,29.0652,VIGENTE,False,SIN RENOVACION,NA,,2025-07-16,2026-07-11,,290.652,20251210
2025-12-10,INV-00868,CUS-00364,149468.48,0.08,149468.48,33.2152,VIGENTE,False,AUTOMATICA,NA,2026-01-05,2025-07-09,2026-01-05,2025-12-30,332.15200000000004,20251210
2025-12-10,INV-00869,CUS-00182,58404.88,0.0649,58404.88,10.5291,VIGENTE,False,SIN RENOVACION,NA,,2025-06-30,2026-06-25,2026-06-19,105.291,20251210
2025-12-10,INV-00870,CUS-00167,70048.54,0.077,70048.54,14.9826,VIGENTE,False,POR VENTANILLA,CAPITAL + INTERES,2026-10-03,2025-10-08,2026-10-03,,149.826,20251210
2025-12-10,INV-00871,CUS-00091,109700.29,0.0831,109700.29,25.3225,RENOVADO,False,AUTOMATICA,NA,2025-11-02,2025-08-04,2025-11-02,,253.22500000000002,20251210
2025-12-10,INV-00872,CUS-00202,133498.39,0.075,133498.39,27.8122,VIGENTE,False,SIN RENOVACION,NA,,2025-09-18,2026-09-13,,278.122,20251210
2025-12-10,INV-00873,CUS-00346,90991.43,0.0604,90991.43,15.2663,VIGENTE,False,SIN RENOVACION,NA,,2025-11-11,2026-11-06,2026-10-27,152.66299999999998,20251210
2025-12-10,INV-00874,CUS-00019,61771.23,0.0603,61771.23,10.3467,VIGENTE,False,AUTOMATICA,NA,2025-12-10,2025-06-13,2025-12-10,,103.467,20251210
2025-12-10,INV-00875,CUS-00039,64830.17,0.0707,64830.17,12.7319,VIGENTE,False,POR VENTANILLA,NA,2026-07-17,2025-07-22,2026-07-17,,127.31899999999999,20251210
2025-12-10,INV-00876,CUS-00126,105864.63,0.0878,105864.63,25.8192,RENOVADO,False,AUTOMATICA,NA,2025-12-05,2025-09-06,2025-12-05,,258.192,20251210
2025-12-10,INV-00877,CUS-00451,5466.65,0.0669,5466.65,1.0159,VIGENTE,False,SIN RENOVACION,NA,,2025-06-16,2025-12-13,,10.159,20251210
2025-12-10,INV-00878,CUS-00173,94840.45,0.079,94840.45,20.8122,VIGENTE,False,POR VENTANILLA,NA,2026-04-02,2025-10-04,2026-04-02,,208.122,20251210
2025-12-10,INV-00879,CUS-00141,56546.49,0.0667,56546.49,10.4768,VENCIDO,False,SIN RENOVACION,NA,,2025-09-04,2025-12-03,,104.768,20251210
2025-12-10,INV-00880,CUS-00242,120158.61,0.0697,120158.61,23.264,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-01-01,2025-07-05,2026-01-01,,232.64,20251210
2025-12-10,INV-00881,CUS-00220,18483.64,0.0854,18483.64,4.3847,VIGENTE,False,POR VENTANILLA,NA,2026-03-09,2025-09-10,2026-03-09,,43.846999999999994,20251210
2025-12-10,INV-00882,CUS-00126,90289.33,0.0819,90289.33,20.5408,VIGENTE,False,POR VENTANILLA,NA,2026-03-27,2025-09-28,2026-03-27,,205.40800000000002,20251210
2025-12-10,INV-00883,CUS-00058,74741.07,0.0629,74741.07,13.0589,VIGENTE,False,SIN RENOVACION,NA,,2025-09-29,2026-03-28,,130.589,20251210
2025-12-10,INV-00884,CUS-00148,98137.2,0.0729,98137.2,19.8728,VIGENTE,False,POR VENTANILLA,CAPITAL + INTERES,2025-12-21,2025-09-22,2025-12-21,,198.728,20251210
2025-12-10,INV-00885,CUS-00476,14403.77,0.0609,14403.77,2.4366,VIGENTE,False,SIN RENOVACION,NA,,2025-11-28,2026-02-26,,24.366,20251210
2025-12-10,INV-00886,CUS-00456,89097.65,0.0744,89097.65,18.4135,VIGENTE,False,SIN RENOVACION,NA,,2025-07-12,2026-01-08,,184.135,20251210
2025-12-10,INV-00887,CUS-00317,86415.27,0.0799,86415.27,19.1794,VIGENTE,False,SIN RENOVACION,NA,,2025-08-20,2026-02-16,,191.794,20251210
2025-12-10,INV-00888,CUS-00383,86295.71,0.0636,86295.71,15.2456,VENCIDO,False,SIN RENOVACION,NA,,2025-07-05,2025-10-03,,152.456,20251210
2025-12-10,INV-00889,CUS-00361,92505.71,0.0687,92505.71,17.6532,VENCIDO,True,SIN RENOVACION,NA,,2025-06-10,2025-09-08,,176.53199999999998,20251210
2025-12-10,INV-00890,CUS-00423,103087.85,0.0719,103087.85,20.5889,VENCIDO,True,SIN RENOVACION,NA,,2025-08-31,2025-11-29,,205.88899999999998,20251210
2025-12-10,INV-00891,CUS-00001,121723.4,0.0876,121723.4,29.6194,VENCIDO,False,SIN RENOVACION,NA,,2025-06-11,2025-12-08,,296.19399999999996,20251210
2025-12-10,INV-00892,CUS-00387,44124.0,0.0898,44124.0,11.0065,VIGENTE,False,POR VENTANILLA,NA,2026-01-09,2025-07-13,2026-01-09,,110.06500000000001,20251210
2025-12-10,INV-00893,CUS-00461,124632.16,0.0613,124632.16,21.2221,VIGENTE,False,POR VENTANILLA,CAPITAL + INTERES,2026-06-02,2025-06-07,2026-06-02,,212.221,20251210
2025-12-10,INV-00894,CUS-00348,77247.07,0.0828,77247.07,17.7668,RENOVADO,False,POR VENTANILLA,NA,2025-10-05,2025-07-07,2025-10-05,,177.668,20251210
2025-12-10,INV-00895,CUS-00190,16173.45,0.0712,16173.45,3.1987,RENOVADO,False,POR VENTANILLA,NA,2025-12-04,2025-06-07,2025-12-04,,31.987000000000002,20251210
2025-12-10,INV-00896,CUS-00191,13489.88,0.0718,13489.88,2.6905,RENOVADO,False,AUTOMATICA,NA,2025-11-10,2025-08-12,2025-11-10,,26.905,20251210
2025-12-10,INV-00897,CUS-00369,53464.56,0.0826,53464.56,12.2671,VIGENTE,False,SIN RENOVACION,NA,,2025-06-24,2025-12-21,,122.67099999999999,20251210
2025-12-10,INV-00898,CUS-00409,118810.06,0.0876,118810.06,28.9104,RENOVADO,False,POR VENTANILLA,NA,2025-11-03,2025-08-05,2025-11-03,,289.104,20251210
2025-12-10,INV-00899,CUS-00312,107613.74,0.0885,107613.74,26.455,VIGENTE,False,AUTOMATICA,CAPITAL + INTERES,2026-04-02,2025-10-04,2026-04-02,,264.54999999999995,20251210
2025-12-11,INV-00000,CUS-00103,133466.77,0.0837,133466.77,31.031,PIGNORADO,True,SIN RENOVACION,NA,,2025-09-02,2026-08-28,,341.341,20251211
2025-12-11,INV-00001,CUS-00436,94300.16,0.0755,94300.16,19.7768,VIGENTE,False,SIN RENOVACION,NA,,2025-09-03,2026-08-29,,217.5448,20251211
2025-12-11,INV-00002,CUS-00349,38779.12,0.0732,38779.12,7.8851,VIGENTE,False,SIN RENOVACION,NA,,2025-11-15,2026-05-14,,86.73610000000001,20251211
2025-12-11,INV-00003,CUS-00271,8538.11,0.0644,8538.11,1.5274,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-05-13,2025-11-14,2026-05-13,,16.8014,20251211
2025-12-11,INV-00004,CUS-00107,131164.34,0.0698,131164.34,25.4313,RENOVADO,False,POR VENTANILLA,CAPITAL + INTERES,2025-12-09,2025-06-12,2025-12-09,,279.7443,20251211
2025-12-11,INV-00005,CUS-00072,8084.06,0.073,8084.06,1.6393,VIGENTE,False,AUTOMATICA,CAPITAL + INTERES,2026-08-03,2025-08-08,2026-08-03,,18.0323,20251211
2025-12-11,INV-00006,CUS-00189,131831.74,0.0627,131831.74,22.9607,VIGENTE,False,SIN RENOVACION,NA,,2025-08-31,2026-02-27,,252.5677,20251211
2025-12-11,INV-00007,CUS-00021,81695.88,0.0666,81695.88,15.1137,PIGNORADO,True,POR VENTANILLA,NA,2026-03-01,2025-09-02,2026-03-01,,166.2507,20251211
2025-12-11,INV-00008,CUS-00103,141164.82,0.0779,141164.82,30.5465,VENCIDO,False,SIN RENOVACION,NA,,2025-09-11,2025-12-10,,336.0115,20251211
2025-12-11,INV-00009,CUS-00122,120823.57,0.0821,120823.57,27.5545,VIGENTE,False,AUTOMATICA,CAPITAL + INTERES,2025-12-24,2025-09-25,2025-12-24,,303.09950000000003,20251211
2025-12-11,INV-00010,CUS-00467,149700.45,0.09,149700.45,37.4251,PIGNORADO,True,AUTOMATICA,CAPITAL + INTERES,2026-02-06,2025-08-10,2026-02-06,,411.6761,20251211
2025-12-11,INV-00011,CUS-00215,55853.21,0.088,55853.21,13.653,VIGENTE,False,POR VENTANILLA,NA,2026-03-01,2025-12-01,2026-03-01,,150.183,20251211
2025-12-11,INV-00012,CUS-00331,116242.3,0.0793,116242.3,25.6056,VIGENTE,False,SIN RENOVACION,NA,,2025-10-05,2026-01-03,,281.66159999999996,20251211
2025-12-11,INV-00013,CUS-00459,63279.98,0.0726,63279.98,12.7615,VIGENTE,False,SIN RENOVACION,NA,,2025-07-01,2025-12-28,,140.3765,20251211
2025-12-11,INV-00014,CUS-00088,74581.96,0.0791,74581.96,16.3873,VIGENTE,False,POR VENTANILLA,NA,2026-02-11,2025-08-15,2026-02-11,,180.2603,20251211
2025-12-11,INV-00015,CUS-00373,95988.29,0.0836,95988.29,22.2906,VIGENTE,False,SIN RENOVACION,NA,,2025-07-07,2026-01-03,,245.19660000000002,20251211
2025-12-11,INV-00016,CUS-00100,131683.18,0.0636,131683.18,23.264,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-02-04,2025-08-08,2026-02-04,,255.904,20251211
2025-12-11,INV-00017,CUS-00360,147692.1,0.0723,147692.1,29.6615,VIGENTE,False,SIN RENOVACION,NA,,2025-09-06,2026-09-01,,326.2765,20251211
2025-12-11,INV-00018,CUS-00152,116399.65,0.0852,116399.65,27.5479,VIGENTE,False,SIN RENOVACION,NA,,2025-11-22,2026-11-17,,303.02689999999996,20251211
2025-12-11,INV-00019,CUS-00131,65576.18,0.0715,65576.18,13.0242,VIGENTE,False,AUTOMATICA,NA,2026-04-02,2025-10-04,2026-04-02,,143.2662,20251211
2025-12-11,INV-00020,CUS-00150,66096.77,0.0772,66096.77,14.1741,VIGENTE,False,SIN RENOVACION,NA,,2025-10-22,2026-01-20,,155.9151,20251211
2025-12-11,INV-00021,CUS-00309,111949.43,0.0776,111949.43,24.1313,VIGENTE,False,AUTOMATICA,CAPITAL + INTERES,2026-02-15,2025-08-19,2026-02-15,,265.4443,20251211
2025-12-11,INV-00022,CUS-00258,39622.69,0.0655,39622.69,7.2091,VIGENTE,False,SIN RENOVACION,NA,,2025-07-22,2026-01-18,,79.3001,20251211
2025-12-11,INV-00023,CUS-00344,21018.75,0.0709,21018.75,4.1395,RENOVADO,False,AUTOMATICA,NA,2025-10-31,2025-08-02,2025-10-31,,45.5345,20251211
2025-12-11,INV-00024,CUS-00492,56420.21,0.07,56420.21,10.9706,VIGENTE,False,SIN RENOVACION,NA,,2025-07-10,2026-07-05,,120.6766,20251211
2025-12-11,INV-00025,CUS-00414,46649.65,0.0608,46649.65,7.8786,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-05-09,2025-11-10,2026-05-09,,86.6646,20251211
2025-12-11,INV-00026,CUS-00294,47964.68,0.0607,47964.68,8.0874,VIGENTE,False,SIN RENOVACION,NA,,2025-08-26,2026-02-22,,88.96140000000001,20251211
2025-12-11,INV-00027,CUS-00386,38873.12,0.085,38873.12,9.1784,VIGENTE,False,SIN RENOVACION,NA,,2025-06-16,2026-06-11,,100.9624,20251211
2025-12-11,INV-00028,CUS-00192,11103.51,0.0682,11103.51,2.1035,VIGENTE,False,SIN RENOVACION,NA,,2025-09-25,2026-09-20,,23.1385,20251211
2025-12-11,INV-00029,CUS-00444,7591.72,0.0755,7591.72,1.5922,VENCIDO,False,SIN RENOVACION,NA,,2025-07-16,2025-10-14,,17.514200000000002,20251211
2025-12-11,INV-00030,CUS-00277,148219.75,0.069,148219.75,28.4088,VIGENTE,False,SIN RENOVACION,NA,,2025-10-07,2026-10-02,,312.4968,20251211
2025-12-11,INV-00031,CUS-00161,67027.1,0.0882,67027.1,16.4216,VIGENTE,False,AUTOMATICA,NA,2026-06-01,2025-06-06,2026-06-01,,180.63760000000002,20251211
2025-12-11,INV-00032,CUS-00460,60727.36,0.0678,60727.36,11.437,VIGENTE,False,POR VENTANILLA,SOLO CAPITAL,2026-07-01,2025-07-06,2026-07-01,,125.80699999999999,20251211
2025-12-11,INV-00033,CUS-00314,103548.86,0.0729,103548.86,20.9686,RENOVADO,False,AUTOMATICA,NA,2025-11-23,2025-08-25,2025-11-23,,230.6546,20251211
2025-12-11,INV-00034,CUS-00022,36646.81,0.0862,36646.81,8.7749,VIGENTE,False,SIN RENOVACION,NA,,2025-09-17,2026-09-12,,96.52390000000001,20251211
2025-12-11,INV-00035,CUS-00253,142744.37,0.0853,142744.37,33.8225,VIGENTE,False,POR VENTANILLA,NA,2026-11-01,2025-11-06,2026-11-01,,372.04749999999996,20251211
2025-12-11,INV-00036,CUS-00236,119020.03,0.0656,119020.03,21.6881,VENCIDO,False,SIN RENOVACION,NA,,2025-08-09,2025-11-07,,238.5691,20251211
2025-12-11,INV-00037,CUS-00345,17964.6,0.0841,17964.6,4.1967,VIGENTE,False,SIN RENOVACION,NA,,2025-07-08,2026-07-03,,46.1637,20251211
2025-12-11,INV-00038,CUS-00049,65549.21,0.0737,65549.21,13.4194,VIGENTE,False,AUTOMATICA,NA,2026-08-10,2025-08-15,2026-08-10,,147.61339999999998,20251211
2025-12-11,INV-00039,CUS-00475,132472.15,0.0745,132472.15,27.4144,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-01-14,2025-10-16,2026-01-14,,301.5584,20251211
2025-12-11,INV-00040,CUS-00059,141986.14,0.064,141986.14,25.242,PIGNORADO,True,AUTOMATICA,NA,2026-03-21,2025-09-22,2026-03-21,,277.66200000000003,20251211
2025-12-11,INV-00041,CUS-00170,72773.22,0.0624,72773.22,12.614,RENOVADO,False,POR VENTANILLA,NA,2025-09-29,2025-07-01,2025-09-29,,138.75400000000002,20251211
2025-12-11,INV-00042,CUS-00476,93944.65,0.0818,93944.65,21.3463,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-10-18,2025-10-23,2026-10-18,,234.8093,20251211
2025-12-11,INV-00043,CUS-00188,29219.92,0.0749,29219.92,6.0794,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-07-17,2025-07-22,2026-07-17,,66.8734,20251211
2025-12-11,INV-00044,CUS-00464,148719.45,0.0731,148719.45,30.1983,VIGENTE,False,SIN RENOVACION,NA,,2025-07-06,2026-07-01,,332.1813,20251211
2025-12-11,INV-00045,CUS-00271,38592.4,0.0819,38592.4,8.7798,VENCIDO,False,SIN RENOVACION,NA,,2025-07-23,2025-10-21,,96.5778,20251211
2025-12-11,INV-00046,CUS-00190,141696.11,0.083,141696.11,32.6688,PIGNORADO,True,POR VENTANILLA,SOLO CAPITAL,2026-11-04,2025-11-09,2026-11-04,,359.35679999999996,20251211
2025-12-11,INV-00047,CUS-00446,99198.76,0.0648,99198.76,17.8558,VIGENTE,False,POR VENTANILLA,CAPITAL + INTERES,2026-08-13,2025-08-18,2026-08-13,,196.41379999999998,20251211
2025-12-11,INV-00048,CUS-00175,93121.84,0.0783,93121.84,20.254,RENOVADO,False,AUTOMATICA,CAPITAL + INTERES,2025-12-08,2025-09-09,2025-12-08,,222.794,20251211
2025-12-11,INV-00049,CUS-00446,79339.83,0.0641,79339.83,14.1269,VIGENTE,False,SIN RENOVACION,NA,,2025-07-12,2026-01-08,,155.39589999999998,20251211
2025-12-11,INV-00050,CUS-00051,38447.12,0.0825,38447.12,8.8108,VIGENTE,False,SIN RENOVACION,NA,,2025-08-08,2026-02-04,,96.9188,20251211
2025-12-11,INV-00051,CUS-00364,30596.56,0.0797,30596.56,6.7737,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-08-10,2025-08-15,2026-08-10,,74.5107,20251211
2025-12-11,INV-00052,CUS-00055,36970.5,0.0887,36970.5,9.1091,RENOVADO,False,AUTOMATICA,NA,2025-10-17,2025-07-19,2025-10-17,,100.20009999999999,20251211
2025-12-11,INV-00053,CUS-00244,32033.55,0.0621,32033.55,5.5258,VIGENTE,False,SIN RENOVACION,NA,,2025-10-22,2026-10-17,,60.7838,20251211
2025-12-11,INV-00054,CUS-00320,118039.75,0.0617,118039.75,20.2307,VENCIDO,False,SIN RENOVACION,NA,,2025-08-12,2025-11-10,,222.53769999999997,20251211
2025-12-11,INV-00055,CUS-00131,55768.16,0.0685,55768.16,10.6114,RENOVADO,False,AUTOMATICA,SOLO CAPITAL,2025-10-06,2025-07-08,2025-10-06,,116.7254,20251211
2025-12-11,INV-00056,CUS-00485,13387.19,0.0679,13387.19,2.525,VIGENTE,False,SIN RENOVACION,NA,,2025-08-12,2026-02-08,,27.775,20251211
2025-12-11,INV-00057,CUS-00307,145519.88,0.0674,145519.88,27.2446,VIGENTE,False,POR VENTANILLA,NA,2026-02-17,2025-08-21,2026-02-17,,299.69059999999996,20251211
2025-12-11,INV-00058,CUS-00135,133148.95,0.0872,133148.95,32.2516,VIGENTE,False,POR VENTANILLA,CAPITAL + INTERES,2026-01-15,2025-10-17,2026-01-15,,354.7676,20251211
2025-12-11,INV-00059,CUS-00021,139524.08,0.0675,139524.08,26.1608,VIGENTE,False,SIN RENOVACION,NA,,2025-06-29,2026-06-24,,287.7688,20251211
2025-12-11,INV-00060,CUS-00329,149261.63,0.0682,149261.63,28.2768,VIGENTE,False,SIN RENOVACION,NA,,2025-09-25,2026-03-24,,311.0448,20251211
2025-12-11,INV-00061,CUS-00167,30214.81,0.0828,30214.81,6.9494,VIGENTE,False,POR VENTANILLA,SOLO CAPITAL,2026-07-28,2025-08-02,2026-07-28,,76.4434,20251211
2025-12-11,INV-00062,CUS-00274,62455.09,0.0735,62455.09,12.7512,PIGNORADO,True,SIN RENOVACION,NA,,2025-11-17,2026-05-16,,140.2632,20251211
2025-12-11,INV-00063,CUS-00388,114944.58,0.0833,114944.58,26.5969,VIGENTE,False,POR VENTANILLA,NA,2025-12-17,2025-06-20,2025-12-17,,292.5659,20251211
2025-12-11,INV-00064,CUS-00089,105922.99,0.062,105922.99,18.2423,VIGENTE,False,SIN RENOVACION,NA,,2025-07-26,2026-07-21,,200.6653,20251211
2025-12-11,INV-00065,CUS-00316,27314.91,0.0746,27314.91,5.6603,VIGENTE,False,POR VENTANILLA,NA,2026-02-09,2025-08-13,2026-02-09,,62.2633,20251211
2025-12-11,INV-00066,CUS-00014,123295.8,0.061,123295.8,20.8918,PIGNORADO,True,SIN RENOVACION,NA,,2025-11-08,2026-05-07,,229.8098,20251211
2025-12-11,INV-00067,CUS-00242,37543.88,0.0619,37543.88,6.4555,VIGENTE,False,SIN RENOVACION,NA,,2025-11-05,2026-10-31,,71.0105,20251211
2025-12-11,INV-00068,CUS-00265,37453.55,0.0872,37453.55,9.0721,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-04-21,2025-10-23,2026-04-21,,99.79310000000001,20251211
2025-12-11,INV-00069,CUS-00346,82861.29,0.0642,82861.29,14.7769,VIGENTE,False,SIN RENOVACION,NA,,2025-06-21,2025-12-18,,162.5459,20251211
2025-12-11,INV-00070,CUS-00053,90976.29,0.076,90976.29,19.2061,VIGENTE,False,SIN RENOVACION,NA,,2025-11-08,2026-05-07,,211.2671,20251211
2025-12-11,INV-00071,CUS-00386,89112.5,0.0723,89112.5,17.8968,VIGENTE,False,SIN RENOVACION,NA,,2025-11-08,2026-11-03,,196.8648,20251211
2025-12-11,INV-00072,CUS-00340,18265.59,0.0704,18265.59,3.5719,VIGENTE,False,AUTOMATICA,SOLO CAPITAL,2026-02-26,2025-11-28,2026-02-26,,39.2909,20251211
2025-12-11,INV-00073,CUS-00092,132231.83,0.087,132231.83,31.956,VIGENTE,False,SIN RENOVACION,NA,,2025-09-26,2026-09-21,,351.516,20251211
2025-12-11,INV-00074,CUS-00367,43512.01,0.0607,43512.01,7.3366,VIGENTE,False,SIN RENOVACION,NA,,2025-10-29,2026-01-27,,80.7026,20251211
2025-12-11,INV-00075,CUS-00444,23779.66,0.0799,23779.66,5.2778,RENOVADO,False,AUTOMATICA,NA,2025-12-05,2025-06-08,2025-12-05,,58.0558,20251211
2025-12-11,INV-00076,CUS-00455,133868.47,0.0889,133868.47,33.0581,VENCIDO,False,SIN RENOVACION,NA,,2025-08-08,2025-11-06,,363.63910000000004,20251211
